Lemma,SFI,Wordlist,
mellifluous,19.87,,
messily,19.87,,
mischance,19.87,,
owlish,19.87,,
patchouli,19.87,,
pelisse,19.87,,
phosphorescence,19.87,,
plentifully,19.87,,
promisee,19.87,,
sapient,19.87,,
sapper,19.87,,
scimitar,19.87,,
simian,19.87,,
spoilsport,19.87,,
sprat,19.87,,
starkness,19.87,,
suppliant,19.87,,
tempter,19.87,,
toecap,19.87,,
trident,19.87,,
uncivil,19.87,,
underfeed,19.87,,
unemotionally,19.87,,
unexpectedness,19.87,,
unsaid,19.87,,
unwaveringly,19.87,,
verst,19.87,,
vilely,19.87,,
whiskery,19.87,,
woodpile,19.87,,
wyvern,19.87,,
satsuma,19.81,,
bast,19.81,,
fells,19.81,,
meed,19.81,,
sportsperson,19.81,,
factsheet,19.79,,
intermodal,19.79,,
secondee,19.79,,
clarinetist,19.79,,
flutist,19.79,,
antipiracy,19.71,,
bandsaw,19.71,,
caret,19.71,,
dogfish,19.71,,
dogleg,19.71,,
edutainment,19.71,,
epee,19.71,,
lapdog,19.71,,
millibar,19.71,,
seersucker,19.71,,
stickball,19.71,,
undercook,19.71,,
agrarianism,19.70,,
antimalarial,19.70,,
assonance,19.70,,
bellbird,19.70,,
blowhole,19.70,,
cession,19.70,,
conventicle,19.70,,
corm,19.70,,
cycad,19.70,,
deconstructionist,19.70,,
diggings,19.70,,
electromagnet,19.70,,
escutcheon,19.70,,
etymologist,19.70,,
griffon,19.70,,
gristmill,19.70,,
hyperkinetic,19.70,,
ideologist,19.70,,
idolatrous,19.70,,
immanence,19.70,,
inseparably,19.70,,
isostatic,19.70,,
journalize,19.70,,
kahikatea,19.70,,
leatherwork,19.70,,
mihrab,19.70,,
monoplane,19.70,,
occultist,19.70,,
outgas,19.70,,
permanganate,19.70,,
phobic,19.70,,
picaresque,19.70,,
pion,19.70,,
rhizomatous,19.70,,
rusticate,19.70,,
seismology,19.70,,
shorthorn,19.70,,
tenuously,19.70,,
tilth,19.70,,
transmigration,19.70,,
tuatara,19.70,,
vizier,19.70,,
weekender,19.70,,
yeomanry,19.70,,
pica,19.67,,
rem,19.64,,
shunter,19.64,,
abase,19.64,,
austerely,19.64,,
bareback,19.64,,
barrette,19.64,,
battleax,19.64,,
billowy,19.64,,
birdcage,19.64,,
condole,19.64,,
cumbrous,19.64,,
deviousness,19.64,,
fez,19.64,,
frigidity,19.64,,
fusty,19.64,,
futurity,19.64,,
girlishly,19.64,,
guardroom,19.64,,
gulch,19.64,,
hayloft,19.64,,
hematoma,19.64,,
horseflesh,19.64,,
ichthyosaur,19.64,,
impishly,19.64,,
insubordinate,19.64,,
jello,19.64,,
jocularly,19.64,,
lasciviously,19.64,,
luminescent,19.64,,
moodiness,19.64,,
obtuseness,19.64,,
overlong,19.64,,
palanquin,19.64,,
pardonable,19.64,,
penumbra,19.64,,
pertly,19.64,,
pisser,19.64,,
poplin,19.64,,
pustule,19.64,,
rebelliously,19.64,,
revengeful,19.64,,
rill,19.64,,
serjeant,19.64,,
shebang,19.64,,
sinuously,19.64,,
sleekly,19.64,,
speechlessly,19.64,,
straightway,19.64,,
strangulate,19.64,,
stuffiness,19.64,,
supplicate,19.64,,
treasonable,19.64,,
trencher,19.64,,
unbelievingly,19.64,,
uncomplimentary,19.64,,
unconcernedly,19.64,,
unembarrassed,19.64,,
unpremeditated,19.64,,
usherette,19.64,,
viand,19.64,,
waywardness,19.64,,
wondrously,19.64,,
zephyr,19.64,,
feedlot,19.61,,
perchlorate,19.61,,
humbleness,19.57,,
rockstar,19.57,,
undoubtable,19.57,,
advantageously,19.48,,
anciently,19.48,,
arsenical,19.48,,
artesian,19.48,,
banyan,19.48,,
bookplate,19.48,,
boron,19.48,,
boto,19.48,,
carillon,19.48,,
cenotaph,19.48,,
cephalopod,19.48,,
chicory,19.48,,
coelacanth,19.48,,
corbel,19.48,,
couchette,19.48,,
cuneiform,19.48,,
determinist,19.48,,
grandiloquent,19.48,,
hardiness,19.48,,
hexameter,19.48,,
hypnotism,19.48,,
inculcation,19.48,,
influencer,19.48,,
intaglio,19.48,,
lapwing,19.48,,
millwright,19.48,,
monofilament,19.48,,
oceanographic,19.48,,
palfrey,19.48,,
picturesquely,19.48,,
polytheism,19.48,,
polytheistic,19.48,,
presbyter,19.48,,
quintessence,19.48,,
skink,19.48,,
stereophonic,19.48,,
streamside,19.48,,
suborder,19.48,,
sunbather,19.48,,
swiftlet,19.48,,
tarsier,19.48,,
taxidermist,19.48,,
tuberous,19.48,,
wholegrain,19.48,,
collectivization,19.46,,
operon,19.46,,
misappropriate,19.43,,
unissued,19.43,,
dancehall,19.42,,
insurgence,19.42,,
afterbirth,19.39,,
angularity,19.39,,
armload,19.39,,
astir,19.39,,
athwart,19.39,,
bathos,19.39,,
beauteous,19.39,,
bemusedly,19.39,,
bigtime,19.39,,
blandishment,19.39,,
bulrush,19.39,,
cannonade,19.39,,
caparison,19.39,,
charnel,19.39,,
cockade,19.39,,
colloquy,19.39,,
coney,19.39,,
cryptology,19.39,,
dexterous,19.39,,
dreamland,19.39,,
dulcet,19.39,,
expatiate,19.39,,
flambeau,19.39,,
froggy,19.39,,
fustian,19.39,,
gentian,19.39,,
giantess,19.39,,
hireling,19.39,,
honeypot,19.39,,
importunity,19.39,,
inconstant,19.39,,
inelegantly,19.39,,
jape,19.39,,
luxuriantly,19.39,,
mawkish,19.39,,
mistily,19.39,,
moleskin,19.39,,
mustiness,19.39,,
naughtiness,19.39,,
neglectful,19.39,,
nightwear,19.39,,
pater,19.39,,
peroration,19.39,,
plangent,19.39,,
polyneuritis,19.39,,
pouty,19.39,,
protuberant,19.39,,
pubescent,19.39,,
pungency,19.39,,
raggedy,19.39,,
resistless,19.39,,
ruination,19.39,,
shallowly,19.39,,
silkiness,19.39,,
sourness,19.39,,
speechlessness,19.39,,
spoor,19.39,,
synchronicity,19.39,,
tamely,19.39,,
thistledown,19.39,,
tragedian,19.39,,
troglodyte,19.39,,
turbot,19.39,,
twixt,19.39,,
unacquainted,19.39,,
undeceive,19.39,,
unloose,19.39,,
unmerited,19.39,,
unperceived,19.39,,
unsaddle,19.39,,
unselfconsciously,19.39,,
wherewith,19.39,,
whicker,19.39,,
whippersnapper,19.39,,
shopaholic,19.33,,
spokes,19.33,,
valuate,19.33,,
nongovernment,19.30,,
amphora,19.25,,
atomism,19.25,,
bailee,19.25,,
cannibalistic,19.25,,
cantonment,19.25,,
caravel,19.25,,
chitin,19.25,,
dystopia,19.25,,
ecumenism,19.25,,
emendation,19.25,,
enuresis,19.25,,
eutectic,19.25,,
exotica,19.25,,
fantail,19.25,,
faraday,19.25,,
friary,19.25,,
heterosexism,19.25,,
hymnody,19.25,,
legitimization,19.25,,
lineal,19.25,,
marquess,19.25,,
menstruate,19.25,,
millipede,19.25,,
misjudgement,19.25,,
oculist,19.25,,
paternalist,19.25,,
peritonitis,19.25,,
pithead,19.25,,
placer,19.25,,
poorhouse,19.25,,
practicability,19.25,,
prebendary,19.25,,
proofreader,19.25,,
ptarmigan,19.25,,
scapula,19.25,,
spandrel,19.25,,
spasticity,19.25,,
speakeasy,19.25,,
trireme,19.25,,
ulna,19.25,,
unchallengeable,19.25,,
verbena,19.25,,
viticulture,19.25,,
carjack,19.23,,
pseudoephedrine,19.23,,
superbug,19.23,,
colorcast,19.22,,
noninterested,19.17,,
unconsolidated,19.17,,
affectedly,19.13,,
agonisingly,19.13,,
ambrosia,19.13,,
artlessly,19.13,,
aslant,19.13,,
backwash,19.13,,
badinage,19.13,,
basset,19.13,,
bellyache,19.13,,
benefactress,19.13,,
betrayer,19.13,,
bilberry,19.13,,
bootlace,19.13,,
brimful,19.13,,
cabochon,19.13,,
candlewick,19.13,,
chainmail,19.13,,
cheesecloth,19.13,,
chiaroscuro,19.13,,
circumspectly,19.13,,
citron,19.13,,
cocksure,19.13,,
contretemps,19.13,,
cowshed,19.13,,
cummerbund,19.13,,
deflower,19.13,,
discomposure,19.13,,
disembarkation,19.13,,
disquietude,19.13,,
drabness,19.13,,
effervescence,19.13,,
factotum,19.13,,
fortissimo,19.13,,
foully,19.13,,
garrote,19.13,,
gutless,19.13,,
hailstone,19.13,,
halberdier,19.13,,
handsomeness,19.13,,
hexagram,19.13,,
hieratic,19.13,,
hirsute,19.13,,
icebox,19.13,,
incivility,19.13,,
inconstancy,19.13,,
inflexion,19.13,,
ingrate,19.13,,
inquisitiveness,19.13,,
invulnerability,19.13,,
irruption,19.13,,
maniacally,19.13,,
meadowlark,19.13,,
noisome,19.13,,
officiously,19.13,,
ormolu,19.13,,
overshoe,19.13,,
pasteboard,19.13,,
pastis,19.13,,
pinhead,19.13,,
pinkness,19.13,,
plummy,19.13,,
preceptor,19.13,,
prurience,19.13,,
reticule,19.13,,
rockface,19.13,,
rushlight,19.13,,
sackcloth,19.13,,
secretively,19.13,,
shellfire,19.13,,
snifter,19.13,,
stateliness,19.13,,
submariner,19.13,,
superannuate,19.13,,
temptingly,19.13,,
unharness,19.13,,
unheeding,19.13,,
unpronounceable,19.13,,
unremarked,19.13,,
unsteadiness,19.13,,
uppercut,19.13,,
voider,19.13,,
washboard,19.13,,
wastrel,19.13,,
wimple,19.13,,
wolfhound,19.13,,
baccalaureate,19.08,,
lysogenic,19.08,,
oppositely,19.06,,
phycology,19.06,,
poorness,19.06,,
unfriendliness,19.06,,
videocamera,19.06,,
blackspot,19.04,,
incurrence,19.04,,
seismometer,19.03,,
acetylene,19.00,,
afforest,19.00,,
ambitiously,19.00,,
anthropomorphism,19.00,,
antiracism,19.00,,
astigmatism,19.00,,
autobiographer,19.00,,
autocatalytic,19.00,,
braggart,19.00,,
burro,19.00,,
chromite,19.00,,
cottonseed,19.00,,
cuticular,19.00,,
fathead,19.00,,
galvanometer,19.00,,
gelada,19.00,,
graviton,19.00,,
identifiably,19.00,,
insectivorous,19.00,,
licentiousness,19.00,,
megalomania,19.00,,
menhir,19.00,,
meteoritic,19.00,,
militantly,19.00,,
multivolume,19.00,,
narwhal,19.00,,
nucleon,19.00,,
omnivorous,19.00,,
parlous,19.00,,
pascal,19.00,,
pentagonal,19.00,,
perceptively,19.00,,
planation,19.00,,
predestinarian,19.00,,
primogeniture,19.00,,
psalmist,19.00,,
remanufacture,19.00,,
roadhouse,19.00,,
sampan,19.00,,
sauropod,19.00,,
shrubby,19.00,,
snakebite,19.00,,
soundbox,19.00,,
sphagnum,19.00,,
syndicalism,19.00,,
tailless,19.00,,
taro,19.00,,
tarpon,19.00,,
toastmaster,19.00,,
traverser,19.00,,
unacceptability,19.00,,
vernal,19.00,,
warmongering,19.00,,
xylem,19.00,,
zooplankton,19.00,,
zygomatic,19.00,,
paceman,18.90,,
crappie,18.88,,
levator,18.88,,
quoit,18.88,,
admonishment,18.85,,
alertly,18.85,,
ambrosial,18.85,,
anklet,18.85,,
astuteness,18.85,,
backstair,18.85,,
battler,18.85,,
beastliness,18.85,,
becomingly,18.85,,
blackball,18.85,,
blunderbuss,18.85,,
boatswain,18.85,,
bosomy,18.85,,
brindled,18.85,,
brougham,18.85,,
changeless,18.85,,
charioteer,18.85,,
clitoridectomy,18.85,,
collectedly,18.85,,
complaisant,18.85,,
connubial,18.85,,
contemplatively,18.85,,
countrywoman,18.85,,
despond,18.85,,
diabolic,18.85,,
disinterestedly,18.85,,
dispiritedly,18.85,,
disquisition,18.85,,
doge,18.85,,
doubloon,18.85,,
eldritch,18.85,,
execration,18.85,,
expostulation,18.85,,
faultlessly,18.85,,
fussily,18.85,,
gatecrash,18.85,,
goulash,18.85,,
graven,18.85,,
halitosis,18.85,,
haply,18.85,,
hardihood,18.85,,
illogically,18.85,,
layette,18.85,,
liniment,18.85,,
longship,18.85,,
necromancy,18.85,,
obstreperous,18.85,,
pict,18.85,,
puissant,18.85,,
queenly,18.85,,
ragbag,18.85,,
requite,18.85,,
reverentially,18.85,,
righteously,18.85,,
shirtfront,18.85,,
sloe,18.85,,
smudgy,18.85,,
snaffle,18.85,,
snaky,18.85,,
snappish,18.85,,
sneeringly,18.85,,
snick,18.85,,
soldierly,18.85,,
starless,18.85,,
stridently,18.85,,
strychnine,18.85,,
sublimely,18.85,,
superfluity,18.85,,
surcoat,18.85,,
trammel,18.85,,
transmogrify,18.85,,
unair,18.85,,
unchristian,18.85,,
unction,18.85,,
uncustomary,18.85,,
uneventfully,18.85,,
unhelpfully,18.85,,
unknot,18.85,,
unlovable,18.85,,
unmannerly,18.85,,
untarnished,18.85,,
virago,18.85,,
wifely,18.85,,
wilfulness,18.85,,
glaciologist,18.82,,
persuadable,18.82,,
bigos,18.78,,
serval,18.78,,
unenjoyable,18.78,,
abbacy,18.73,,
abomasum,18.73,,
acclimatization,18.73,,
advertorial,18.73,,
aerofoil,18.73,,
aggrandizement,18.73,,
agora,18.73,,
annalist,18.73,,
anthologize,18.73,,
antiquark,18.73,,
archosaur,18.73,,
artiodactyl,18.73,,
audiophile,18.73,,
babbler,18.73,,
bluestone,18.73,,
bondsman,18.73,,
burin,18.73,,
cabinetmaker,18.73,,
calculable,18.73,,
caraway,18.73,,
charmless,18.73,,
coastland,18.73,,
coiner,18.73,,
contemporaneity,18.73,,
crus,18.73,,
custodianship,18.73,,
defeatism,18.73,,
ergonomist,18.73,,
expressible,18.73,,
expressionistic,18.73,,
ferromagnetic,18.73,,
gametophyte,18.73,,
glanders,18.73,,
gosling,18.73,,
infrasound,18.73,,
ironwood,18.73,,
kettledrum,18.73,,
lactase,18.73,,
larkspur,18.73,,
lawgiver,18.73,,
merganser,18.73,,
misapply,18.73,,
misname,18.73,,
monte,18.73,,
muezzin,18.73,,
multidirectional,18.73,,
muskrat,18.73,,
nautilus,18.73,,
odium,18.73,,
ossify,18.73,,
pantheism,18.73,,
pictorially,18.73,,
porphyry,18.73,,
poststructuralism,18.73,,
prebend,18.73,,
printmaker,18.73,,
propertyless,18.73,,
puerperal,18.73,,
pupate,18.73,,
revivalism,18.73,,
rhomboid,18.73,,
roleplay,18.73,,
saddleback,18.73,,
scarab,18.73,,
silverweed,18.73,,
similitude,18.73,,
tessellate,18.73,,
thermocouple,18.73,,
thyroglobulin,18.73,,
unambitious,18.73,,
undercroft,18.73,,
unfenced,18.73,,
universalistic,18.73,,
unobjectionable,18.73,,
unreformed,18.73,,
whitefish,18.73,,
antipersonnel,18.67,,
speediness,18.67,,
typographic,18.61,,
exoplanet,18.59,,
griot,18.59,,
shrimper,18.59,,
adamantine,18.55,,
allusive,18.55,,
aquavit,18.55,,
archdeaconry,18.55,,
assiduity,18.55,,
beardless,18.55,,
bentwood,18.55,,
bindweed,18.55,,
birdlike,18.55,,
bloodcurdling,18.55,,
bootee,18.55,,
chastely,18.55,,
cocksucker,18.55,,
codpiece,18.55,,
coquettishly,18.55,,
crepuscular,18.55,,
crudeness,18.55,,
defenestration,18.55,,
descant,18.55,,
dolt,18.55,,
douche,18.55,,
dudgeon,18.55,,
edginess,18.55,,
epaulet,18.55,,
estaminet,18.55,,
everlastingly,18.55,,
flagellate,18.55,,
footsore,18.55,,
forepaw,18.55,,
frogmarch,18.55,,
fruiterer,18.55,,
funnies,18.55,,
galosh,18.55,,
gillie,18.55,,
goddaughter,18.55,,
hawkbit,18.55,,
hearthstone,18.55,,
helpmate,18.55,,
hobnail,18.55,,
horseplay,18.55,,
horseshit,18.55,,
howdah,18.55,,
hypnotically,18.55,,
immodest,18.55,,
insincerely,18.55,,
irreparably,18.55,,
irresolutely,18.55,,
jocularity,18.55,,
jonquil,18.55,,
kinsfolk,18.55,,
leatherette,18.55,,
littleness,18.55,,
lopsidedly,18.55,,
lugubriously,18.55,,
lumberyard,18.55,,
marriageable,18.55,,
mayhap,18.55,,
mescal,18.55,,
moroseness,18.55,,
munificent,18.55,,
nicker,18.55,,
nocturne,18.55,,
outstay,18.55,,
overstrain,18.55,,
pellucid,18.55,,
piffle,18.55,,
piquancy,18.55,,
playact,18.55,,
playbill,18.55,,
prehensile,18.55,,
revolutionist,18.55,,
roomette,18.55,,
roust,18.55,,
schoolmarm,18.55,,
screamingly,18.55,,
shipload,18.55,,
slithery,18.55,,
spiritedly,18.55,,
spittoon,18.55,,
straightness,18.55,,
suppurate,18.55,,
teetotaler,18.55,,
telemetry,18.55,,
tetchily,18.55,,
thunderhead,18.55,,
tod,18.55,,
uncorrupt,18.55,,
unframed,18.55,,
unripe,18.55,,
unworthiness,18.55,,
vampirism,18.55,,
violoncello,18.55,,
whirligig,18.55,,
westside,18.53,,
aborad,18.48,,
afforestation,18.46,,
mandamus,18.46,,
acquisitiveness,18.45,,
armature,18.45,,
aromatherapist,18.45,,
atheroma,18.45,,
atheromatous,18.45,,
calumet,18.45,,
casuistry,18.45,,
chilliness,18.45,,
coulomb,18.45,,
cutler,18.45,,
draughtsmanship,18.45,,
dropper,18.45,,
erosional,18.45,,
extrasensory,18.45,,
hammerhead,18.45,,
hydrogenation,18.45,,
illogicality,18.45,,
kilocalorie,18.45,,
klondike,18.45,,
lanai,18.45,,
loris,18.45,,
mallee,18.45,,
matriarchal,18.45,,
meatus,18.45,,
multistory,18.45,,
narthex,18.45,,
nightwatchman,18.45,,
palatinate,18.45,,
palmately,18.45,,
penology,18.45,,
perianth,18.45,,
polyandry,18.45,,
prophetess,18.45,,
proverbially,18.45,,
ratiocination,18.45,,
reformative,18.45,,
salivation,18.45,,
secretaryship,18.45,,
shrike,18.45,,
sibyl,18.45,,
souk,18.45,,
styrene,18.45,,
subphylum,18.45,,
tallyman,18.45,,
thermoregulation,18.45,,
tubercular,18.45,,
undershot,18.45,,
unleavened,18.45,,
unmemorable,18.45,,
zakat,18.45,,
zygomorphic,18.45,,
glug,18.45,,
gumdrop,18.45,,
liquify,18.45,,
restorationist,18.45,,
antarctic,18.36,,
backhoe,18.36,,
corespondent,18.36,,
geoduck,18.36,,
tossup,18.36,,
catechesis,18.30,,
taka,18.30,,
unpriced,18.30,,
aptness,18.22,,
avidity,18.22,,
babel,18.22,,
benignity,18.22,,
boisterously,18.22,,
bowsprit,18.22,,
boxwood,18.22,,
boyishness,18.22,,
brioche,18.22,,
carbuncle,18.22,,
certifiable,18.22,,
choleric,18.22,,
claymore,18.22,,
coaming,18.22,,
columbine,18.22,,
cordoba,18.22,,
coruscate,18.22,,
crushingly,18.22,,
cyclamen,18.22,,
dabbler,18.22,,
distrustfully,18.22,,
downturned,18.22,,
elusively,18.22,,
elver,18.22,,
equerry,18.22,,
felicitation,18.22,,
fiddlestick,18.22,,
flyleaf,18.22,,
foolhardiness,18.22,,
formidably,18.22,,
gherkin,18.22,,
gratifyingly,18.22,,
grenadier,18.22,,
gunsmith,18.22,,
hatpin,18.22,,
hawklike,18.22,,
hotfoot,18.22,,
huskiness,18.22,,
immure,18.22,,
incandescence,18.22,,
inconsequence,18.22,,
indefinably,18.22,,
infallibly,18.22,,
lachrymose,18.22,,
largeness,18.22,,
lethargically,18.22,,
lifelessly,18.22,,
lipless,18.22,,
lithely,18.22,,
lobelia,18.22,,
lobotomy,18.22,,
looseness,18.22,,
lovat,18.22,,
malignity,18.22,,
malinger,18.22,,
masticate,18.22,,
meanie,18.22,,
milady,18.22,,
nymphomaniac,18.22,,
ology,18.22,,
oxtail,18.22,,
palimpsest,18.22,,
perspicacity,18.22,,
pestilential,18.22,,
picnicker,18.22,,
prate,18.22,,
princeling,18.22,,
proprietress,18.22,,
providentially,18.22,,
prudery,18.22,,
raffia,18.22,,
resinous,18.22,,
resistible,18.22,,
retie,18.22,,
rubicund,18.22,,
ruggedly,18.22,,
saleslady,18.22,,
scram,18.22,,
seaworthy,18.22,,
sextant,18.22,,
sharer,18.22,,
skintight,18.22,,
sophistry,18.22,,
soulfully,18.22,,
spiritless,18.22,,
spiv,18.22,,
stripling,18.22,,
superlatively,18.22,,
tactlessly,18.22,,
temporize,18.22,,
thumbscrew,18.22,,
translucence,18.22,,
truckle,18.22,,
truculence,18.22,,
unbar,18.22,,
unlighted,18.22,,
unmindful,18.22,,
unobservant,18.22,,
unprompted,18.22,,
unsuitably,18.22,,
unwound,18.22,,
uprightness,18.22,,
vinegary,18.22,,
warpath,18.22,,
warty,18.22,,
wigwam,18.22,,
nephron,18.21,,
refinish,18.21,,
situationist,18.21,,
squiggly,18.21,,
trouper,18.21,,
saturday,18.16,2 - Sup,
contrarily,18.16,,
drachma,18.16,,
undisputable,18.16,,
portland,18.15,,
countersign,18.14,,
nonmonetary,18.14,,
bota,18.11,,
cowbird,18.11,,
everyman,18.11,,
hydrazine,18.11,,
trombonist,18.11,,
geomagnetic,17.97,,
hypothecate,17.97,,
irrecoverable,17.97,,
jobcenter,17.97,,
phaseout,17.97,,
testamentary,17.97,,
trigram,17.97,,
wellhead,17.97,,
backslash,17.96,,
bumf,17.96,,
deadwood,17.96,,
earhole,17.96,,
mainsheet,17.96,,
tummyache,17.96,,
koto,17.94,,
aikido,17.88,,
amatory,17.88,,
angelica,17.88,,
apostrophize,17.88,,
archness,17.88,,
artilleryman,17.88,,
backbite,17.88,,
benignant,17.88,,
betel,17.88,,
bewilderedly,17.88,,
bewitchment,17.88,,
bijou,17.88,,
blasphemer,17.88,,
boodle,17.88,,
bouillon,17.88,,
buckthorn,17.88,,
chaw,17.88,,
chickweed,17.88,,
clangor,17.88,,
combust,17.88,,
comfit,17.88,,
corpuscle,17.88,,
corruptible,17.88,,
crossbones,17.88,,
dander,17.88,,
deflector,17.88,,
dekko,17.88,,
dimwit,17.88,,
dinette,17.88,,
dishwater,17.88,,
disinterestedness,17.88,,
dolorous,17.88,,
endue,17.88,,
etiolate,17.88,,
fetishist,17.88,,
flannelette,17.88,,
frivolously,17.88,,
frugally,17.88,,
fuzziness,17.88,,
genteelly,17.88,,
gluey,17.88,,
gnomic,17.88,,
gouty,17.88,,
gracelessly,17.88,,
greave,17.88,,
handbell,17.88,,
hermetic,17.88,,
hightail,17.88,,
hundredfold,17.88,,
immoderately,17.88,,
incautiously,17.88,,
indecisively,17.88,,
inscrutability,17.88,,
inwardness,17.88,,
irremediable,17.88,,
irreverently,17.88,,
kith,17.88,,
kittenish,17.88,,
knickerbocker,17.88,,
levitation,17.88,,
lordling,17.88,,
lubricious,17.88,,
mallow,17.88,,
marksmanship,17.88,,
matchbook,17.88,,
mouser,17.88,,
overact,17.88,,
parricide,17.88,,
perfidious,17.88,,
pestle,17.88,,
playfellow,17.88,,
ploughshare,17.88,,
poleaxe,17.88,,
primus,17.88,,
pudendum,17.88,,
redly,17.88,,
referable,17.88,,
relict,17.88,,
ribaldry,17.88,,
riffraff,17.88,,
salesgirl,17.88,,
sanely,17.88,,
scentless,17.88,,
scrimshaw,17.88,,
scry,17.88,,
sensualist,17.88,,
shantung,17.88,,
shiftily,17.88,,
shuttlecock,17.88,,
sidearm,17.88,,
simulacrum,17.88,,
singleness,17.88,,
skittishly,17.88,,
skullcap,17.88,,
slenderness,17.88,,
squarish,17.88,,
stickily,17.88,,
suggestible,17.88,,
superstitiously,17.88,,
sweetbread,17.88,,
tabard,17.88,,
tigerish,17.88,,
toothlessly,17.88,,
toque,17.88,,
townie,17.88,,
tradespeople,17.88,,
trancelike,17.88,,
transuranic,17.88,,
unceremonious,17.88,,
undimmed,17.88,,
undrawn,17.88,,
unforthcoming,17.88,,
unimagined,17.88,,
unwrinkled,17.88,,
vaunt,17.88,,
volubility,17.88,,
